ID	Form_ID	Segments	Prosody	Meaning
283	Gothic-283_kommenkunftigsein-1	a n a ɣ a ŋ ɡ a n	VCVCVCCVC	kommen, künftig sein
284	Gothic-284_besitzeninnehaben-1	a n a h a β a n	VCVCVCVC	besitzen, innehaben
285	Gothic-285_inderheimatbefindlichdaheimzuhause-1	a n a h ɛ m i s	VCVCVCVC	in der Heimat befindlich, daheim, zuhause
286	Gothic-286_anrufenbittenschelten-1	a n a h ɛ t a n	VCVCVCVC	anrufen, bitten, schelten
287	Gothic-287_diebekleidunganlegenanziehen-1	a n a h a m o n	VCVCVCVC	die Bekleidung anlegen, anziehen
288	Gothic-288_aufhaspeln-1	a n a h a s p a n	VCVCVCCVC	aufhaspeln
289	Gothic-289_niederlegen-1	a n a h n ɛ w j a n	VCVCCVCCVC	niederlegen
290	Gothic-290_sichniederbeugensichneigensichbucken-1	a n a h n i w a n	VCVCCVCVC	sich niederbeugen, sich neigen, sich bücken
291	Gothic-291_beruhigenerquicken-1	a n a ʍ i l a n	VCVCVCVC	beruhigen, erquicken
292	Gothic-292_auferlegenhinzufugen-1	a n ɛ n s a k a n	VCVCCVCVC	auferlegen, hinzufügen
293	Gothic-293_beschweren-1	a n a k ɔ r j a n	VCVCVCCVC	beschweren
294	Gothic-294_plotzlichsogleich-1	a n a k s	VCVCC	plötzlich, sogleich
295	Gothic-295_sichniederlegenzutischlegenlagern-1	a n a k u m b j a n	VCVCVCCCVC	sich niederlegen, zu Tisch legen, lagern
296	Gothic-296_lesung-1	a n a k u nː ɛ n s	VCVCVCVCC	Lesung
297	Gothic-297_lesen-1	a n a k u nː a n	VCVCVCVC	lesen
298	Gothic-298_auflegung-1	a n a l a ɣ i n s	VCVCVCVCC	Auflegung
299	Gothic-299_einlegenauflegenbeibringen-1	a n a l a ɣ j a n	VCVCVCCVC	einlegen, auflegen, beibringen
300	Gothic-300_verhindernhindernaufhaltenabhalten-1	a n a l a t j a n	VCVCVCCVC	verhindern, hindern, aufhalten, abhalten
301	Gothic-2643_verborgenheit-1	a n a l ɔ ɣ n i	VCVCVCCV	Verborgenheit
302	Gothic-302_imgeheimenheimlichverborgen-1	a n a l ɔ ɣ n ɪ β a	VCVCVCCVCV	im geheimen, heimlich, verborgen
303	Gothic-1497_verborgen-1	a n a l ɔ ɣ n̥ s	VCVCVCVC	verborgen
304	Gothic-304_aufgleicheweisegleichermaen-1	a n a l i k o	VCVCVCV	auf gleiche Weise, gleichermaßen
305	Gothic-1616_ahnlichgleich-1	a n a l i k s	VCVCVCC	ähnlich, gleich
306	Gothic-306_vergewaltigenraubenkrankenqualenerpressenmisshandelnbeleidigenschmahengewaltantununrechtantun-1	a n a m a h t j a n	VCVCVCCCVC	vergewaltigen, rauben, kränken, quälen, erpressen, misshandeln, beleidigen, schmähen, Gewalt antun, Unrecht antun
307	Gothic-307_ubermachtmisshandlung-1	a n a m a h t s	VCVCVCCC	Übermacht, Misshandlung
308	Gothic-308_aufschreibensichindiesteuerlisteneintragenlassen-1	a n a m e l j a n	VCVCVCCVC	aufschreiben, sich in die Steuerlisten eintragen lassen
309	Gothic-309_verstecktemeinungvermutung-1	a n a m ɪ n d s	VCVCVCCC	versteckte Meinung, Vermutung
310	Gothic-310_atmenhauchen-1	a n a n	VCVC	atmen, hauchen
311	Gothic-311_benennennennenrufen-1	a n a n a m n j a n	VCVCVCCCVC	benennen, nennen, rufen
312	Gothic-312_mutfassensicherkuhnenwagen-1	a n a n a n θ j a n	VCVCVCCCVC	Mut fassen, sich erkühnen, wagen
313	Gothic-313_durchzwangveranlassennotigenzwingen-1	a n a n ɔ θ j a n	VCVCVCCVC	durch Zwang veranlassen, nötigen, zwingen
314	Gothic-314_erneuernsicherneuernerneuertwerden-1	a n a n ɪ u j a n	VCVCVVCVC	erneuern, sich erneuern, erneuert werden
315	Gothic-315_erneuerung-1	a n a n ɪ u j ɪ θ a	VCVCVVCVCV	Erneuerung
316	Gothic-316_bedrangenbedrucken-1	a n a p r a ŋ ɡ a n	VCVCCVCCVC	bedrängen, bedrücken
317	Gothic-317_ruheberuhigung-1	a n a kʷ a l	VCVCVC	Ruhe, Beruhigung
318	Gothic-3144_zurruhekommen-1	a n a kʷ ɪ l a n	VCVCVCVC	zur Ruhe kommen
319	Gothic-319_hinzutretenzuhinzukommen-1	a n a kʷ ɪ m a n	VCVCVCVC	hinzutreten zu, hinzukommen
320	Gothic-320_lasterungschmahrede-1	a n a kʷ ɪ sː	VCVCVC	Lästerung, Schmährede
321	Gothic-321_verleumdenverlasternschmahen-1	a n a kʷ ɪ θ a n	VCVCVCVC	verleumden, verlästern, schmähen
322	Gothic-322_belebenerweckenlebendigmachen-1	a n a kʷ ɪ u j a n	VCVCVVCVC	beleben, erwecken, lebendig machen
323	Gothic-323_stillwerdennachlassenverstummen-1	a n a s ɪ l a n	VCVCVCVC	still werden, nachlassen, verstummen
324	Gothic-3438_sichtbar-1	a n a s ɪ u n ɪ β a	VCVCVVCVCV	sichtbar
325	Gothic-3438_sichtbar-2	a n a s ɪ u n s	VCVCVVCC	sichtbar
326	Gothic-326_verstummenstillwerden-1	a n a s l a w a n	VCVCCVCVC	verstummen, still werden
327	Gothic-327_einschlafenentschlummernentschlafen-1	a n a s l e p a n	VCVCCVCVC	einschlafen, entschlummern, entschlafen
328	Gothic-1365_anfang-1	a n a s t o ð i n s	VCVCCVCVCC	Anfang
329	Gothic-329_anfangenanhebenbeginnen-1	a n a s t o ð j a n	VCVCCVCCVC	anfangen, anheben, beginnen
330	Gothic-330_aufzimmerndaraufbauenaufbauen-1	a n a t ɪ m r j a n	VCVCVCCCVC	aufzimmern, daraufbauen, aufbauen
331	Gothic-410_zwingen-1	a n a t j a n	VCVCCVC	zwingen
332	Gothic-332_bedrangendrangenhinzutretenzudrangen-1	a n a t r ɪ m p a n	VCVCCVCCVC	bedrängen, drängen, hinzutreten, zudrängen
333	Gothic-333_fluchverfluchter-1	a n a θ ɛ m a	VCVCVCV	Fluch, Verfluchter
334	Gothic-334_unterjochenindienstbarkeitbringendienstbarmachen-1	a n a θ ɪ w a n	VCVCVCVC	unterjochen, in Dienstbarkeit bringen, dienstbar machen
335	Gothic-335_trostenerquicken-1	a n a θ r a ɸ s t j a n	VCVCCVCCCCVC	trösten, erquicken
336	Gothic-1293_zukunftig-1	a n a w ɛ r θ s	VCVCVCCC	zukünftig
337	Gothic-337_befleckentadeln-1	a n a w a mː j a n	VCVCVCCVC	beflecken, tadeln
338	Gothic-338_billigkeitehrbarkeit-1	a n a w ɪ l j i	VCVCVCCV	Billigkeit, Ehrbarkeit
339	Gothic-339_ehrbarredlich-1	a n a w ɪ l j ɪ s	VCVCVCCVC	ehrbar, redlich
340	Gothic-340_entlanguberhinaufhin-1	a n d	VCC	entlang, über ... hin, auf ... hin
341	Gothic-372_ende-1	a n d a	VCCV	Ende
342	Gothic-342_gegenkauflosegeld-1	a n d a β ɔ h t s	VCCVCVCCC	Gegenkauf, Lösegeld
343	Gothic-343_tadel-1	a n d a β i t	VCCVCVC	Tadel
344	Gothic-344_antwortverteidigung-1	a n d a h a ɸ t s	VCCVCVCCC	Antwort, Verteidigung
345	Gothic-345_bekenntnis-1	a n d a h ɛ t	VCCVCVC	Bekenntnis
346	Gothic-346_gegenlohnvergeltung-1	a n d a l ɔ n ɪ	VCCVCVCV	Gegenlohn, Vergeltung
347	Gothic-347_abend-1	a n d a n a h t ɪ	VCCVCVCCV	Abend
348	Gothic-348_feindlich-1	a n d a n i θ a	VCCVCVCV	feindlich
349	Gothic-349_widrigentgegengesetztfeindlichimgegenteil-1	a n d a n i θ s	VCCVCVCC	widrig, entgegengesetzt, feindlich, im Gegenteil
350	Gothic-350_entgegennahmeempfangempfangenannahme-1	a n d a n e m	VCCVCVC	Entgegennahme, Empfang, Empfangen, Annahme
351	Gothic-351_entgegennehmendfesthaltend-1	a n d a n e m i ɣ s	VCCVCVCVCC	entgegennehmend, festhaltend
352	Gothic-352_angenehm-1	a n d a n e m s	VCCVCVCC	angenehm
353	Gothic-353_annahmeaufnahmeerhebung-1	a n d a n u m t s	VCCVCVCCC	Annahme, Aufnahme, Erhebung
354	Gothic-354_verabscheuenswertverabscheuenswurdig-1	a n d a s e t s	VCCVCVCC	verabscheuenswert, verabscheuenswürdig
355	Gothic-355_entgegenstehenderwidersacher-1	a n d a s t a θ j ɪ s	VCCVCCVCCVC	Entgegenstehender, Widersacher
356	Gothic-356_gegnervorgerichtwidersacher-1	a n d a s t ɔ a	VCCVCCVV	Gegner vor Gericht, Widersacher
357	Gothic-357_nuchternverstandigvernunftig-1	a n d a θ a h t s	VCCVCVCCC	nüchtern, verständig, vernünftig
358	Gothic-358_antlitzgesicht-1	a n d ɔ ɣ ɪ	VCCVCV	Antlitz, Gesicht
359	Gothic-359_offenfreimutig-1	a n d ɔ ɣ ɪ β a	VCCVCVCV	offen, freimütig
360	Gothic-360_offenoffenbaroffentlich-1	a n d ɔ ɣ j o	VCCVCCV	offen, offenbar, öffentlich
361	Gothic-361_gegenwertpreis-1	a n d a w ɛ r θ ɪ	VCCVCVCCV	Gegenwert, Preis
362	Gothic-362_antwort-1	a n d a w ɔ r d ɪ	VCCVCVCCV	Antwort
363	Gothic-363_notdurftunterhaltsold-1	a n d a w ɪ z n̥ s	VCCVCVCVC	Notdurft, Unterhalt, Sold
364	Gothic-364_angesichtantlitzgesicht-1	a n d a w l i z n̥	VCCVCCVCC	Angesicht, Antlitz, Gesicht
365	Gothic-365_antlitzgesichtangesicht-1	a n d a w l ɪ t ɪ	VCCVCCVCV	Antlitz, Gesicht, Angesicht
366	Gothic-366_amtdienst-1	a n d b a h t ɪ	VCCCVCCV	Amt, Dienst
367	Gothic-367_leistendienenbesorgendarreichen-1	a n d b a h t j a n	VCCCVCCCVC	leisten, dienen, besorgen, darreichen
368	Gothic-368_diener-1	a n d b a h t s	VCCCVCCC	Diener
369	Gothic-369_scheltenbedroheninverlegenheitgeratentadelnanfahren-1	a n d b i t a n	VCCCVCVC	schelten, bedrohen, in Verlegenheit geraten, tadeln, anfahren
370	Gothic-370_entbindenlosenauflosenerklarenlosbinden-1	a n d b ɪ n d a n	VCCCVCCVC	entbinden, lösen, auflösen, erklären, losbinden
371	Gothic-371_entbundenwerdengelostwerden-1	a n d b u n d n a n	VCCCVCCCVC	entbunden werden, gelöst werden
372	Gothic-372_ende-2	a n d i s	VCCVC	Ende
373	Gothic-373_erwidernantwortenentgegnen-1	a n d h a ɸ j a n	VCCCVCCVC	erwidern, antworten, entgegnen
374	Gothic-374_bekennenpreisenerklaren-1	a n d h ɛ t a n	VCCCVCVC	bekennen, preisen, erklären
375	Gothic-375_entkleidenausziehen-1	a n d h a m o n s ɪ k	VCCCVCVCCVC	entkleiden, ausziehen
376	Gothic-376_gehorchenerhorenerhortwerden-1	a n d h ɔ s j a n	VCCCVCCVC	gehorchen, erhören, erhört werden
377	Gothic-377_nachforschenprufenuntersuchen-1	a n d h r u s k a n	VCCCCVCCVC	nachforschen, prüfen, untersuchen
378	Gothic-378_enthullungoffenbarung-1	a n d h u l i n s	VCCCVCVCC	Enthüllung, Offenbarung
379	Gothic-379_enthulltunverhullt-1	a n d h u l ɪ θ s	VCCCVCVCC	enthüllt, unverhüllt
380	Gothic-380_enthullenabdeckenentbloenoffenbaren-1	a n d h u l j a n	VCCCVCCVC	enthüllen, abdecken, entblößen, offenbaren
381	Gothic-381_geist-2	a n d ɪ	VCCV	Geist
382	Gothic-382_endlos-1	a n d ɪ l ɔ s	VCCVCVC	endlos
383	Gothic-383_anderssonstentweder-1	a n d ɪ z u h	VCCVCVC	anders, sonst, entweder
384	Gothic-384_endenendigen-1	a n d j a n	VCCCVC	enden, endigen
385	Gothic-385_entlassen-1	a n d l e t a n	VCCCVCVC	entlassen
386	Gothic-386_scheidenabscheidenentlassenwerdenaufgelostwerdensichauflosensichlosmachen-1	a n d l e t n a n	VCCCVCCVC	scheiden, abscheiden, entlassen werden, aufgelöst werden, sich auflösen, sich losmachen
387	Gothic-387_annehmenaufnehmengenieenempfangenwiederempfangenerhalten-1	a n d n ɪ m a n	VCCCVCVC	annehmen, aufnehmen, genießen, empfangen, wieder empfangen, erhalten
388	Gothic-388_entsagenabschiednehmenentlassenzusammenkommenmitsprechenmitsprechenlebewohlsagen-1	a n d kʷ ɪ θ a n	VCCCVCVC	entsagen, Abschied nehmen, entlassen, zusammenkommen mit, sprechen mit, sprechen, Lebewohl sagen
389	Gothic-389_entgegenrennenstreiten-1	a n d r ɪ nː a n	VCCCVCVC	entgegenrennen, streiten
390	Gothic-390_aufetwassehenberucksichtigenachtgebenanseheninbetrachtziehenbeachten-1	a n d s ɛ ʍ a n	VCCCVCVC	auf etwas sehen, berücksichtigen, achtgeben, ansehen, in Betracht ziehen, beachten
391	Gothic-391_widersprechenbekampfenbestreiten-1	a n d s a k a n	VCCCVCVC	widersprechen, bekämpfen, bestreiten
392	Gothic-3304_bestritten-1	a n d s a k a n s	VCCCVCVCC	bestritten
393	Gothic-393_darbringenopfern-1	a n d s a l j a n	VCCCVCCVC	darbringen, opfern
394	Gothic-394_scheuenrucksichtnehmen-1	a n d s ɪ t a n	VCCCVCVC	scheuen, Rücksicht nehmen
395	Gothic-395_widerleglichbestreitbar-1	a n d s o k s	VCCCVCC	widerleglich, bestreitbar
396	Gothic-396_entgegenspeienausspeienverachtenverwerfen-1	a n d s p i w a n	VCCVCVCVC	entgegenspeien, ausspeien, verachten, verwerfen
397	Gothic-397_darbietungbeistanddarreichung-1	a n d s t a l d	VCCVCVCC	Darbietung, Beistand, Darreichung
398	Gothic-398_versehendarreichen-1	a n d s t a l d a n	VCCVCVCCVC	versehen, darreichen
399	Gothic-399_entgegenstehenwiderstehenwiderstreitenwiderstreben-1	a n d s t a n d a n	VCCVCVCCVC	entgegenstehen, widerstehen, widerstreiten, widerstreben
400	Gothic-400_unwillenzeigenwiderspenstigseinanstarrenmurren-1	a n d s t ɔ rː a n	VCCVCVCVC	Unwillen zeigen, widerspenstig sein, anstarren, murren
401	Gothic-401_anhangensichannehmendienenhelfenbeistehen-1	a n d t ɪ l o n	VCCCVCVC	anhangen, sich annehmen, dienen, helfen, beistehen
402	Gothic-402_einfallenerinnerngedenkensichbesinnenuberlegenbedenkensichentsinnen-1	a n d θ a ŋ k j a n s ɪ k	VCCCVCCCVCCVC	einfallen, erinnern, gedenken, sich besinnen, überlegen, bedenken, sich entsinnen
403	Gothic-403_gegenwartangesichtpersongesicht-1	a n d w ɛ r θ ɪ	VCCCVCCV	Gegenwart, Angesicht, Person, Gesicht
404	Gothic-404_gegenuber-1	a n d w ɛ r θ ɪ s	VCCCVCCVC	gegenüber
405	Gothic-405_sofort-1	a n d w ɛ r θ o	VCCCVCCV	sofort
406	Gothic-406_gegenwartig-1	a n d w ɛ r θ s	VCCCVCCC	gegenwärtig
407	Gothic-407_entkleiden-1	a n d w a s j a n	VCCCVCCVC	entkleiden
408	Gothic-408_widersprechenantworten-1	a n d w ɔ r d j a n	VCCCVCCCVC	widersprechen, antworten
409	Gothic-409_widerstreitenankampfenentgegenkampfen-1	a n d w i h a n	VCCCVCVC	widerstreiten, ankämpfen, entgegenkämpfen
410	Gothic-410_zwingen-2	a n e t ɪ a r e	VCVCVVCV	zwingen
411	Gothic-411_soldkosten-1	a nː o	VCV	Sold, Kosten
412	Gothic-412_balken-1	a n s	VCC	Balken
413	Gothic-413_gotter-1	a n s	VCC	Götter
414	Gothic-414_halbgotter-1	a n s e s	VCCVC	Halbgötter
415	Gothic-415_gnadiggunstig-1	a n s t i ɣ s	VCCCVCC	gnädig, günstig
416	Gothic-416_freudedankgnadegunstgnadengabe-1	a n s t s	VCCCC	Freude, Dank, Gnade, Gunst, Gnadengabe
417	Gothic-417_kleinerasekleinergott-1	a n s u l a	VCCVCV	kleiner Ase, kleiner Gott
418	Gothic-418_asegott-1	a n s u s	VCCVC	Ase, Gott
419	Gothic-3978_riese-1	a n t	VCC	Riese
420	Gothic-420_anderezweite-1	a n θ a r	VCCVC	andere, zweite
421	Gothic-421_verschiedenheit-1	a n θ a r l i k i	VCCVCCVCV	Verschiedenheit
422	Gothic-422_anders-2	a n θ a r l i k o	VCCVCCVCV	anders
423	Gothic-423_verschieden-1	a n θ a r l i k s	VCCVCCVCC	verschieden
424	Gothic-424_spitzeende-1	a n θ s	VCCC	Spitze, Ende
425	Gothic-425_geistseele-1	a n θ s	VCCC	Geist, Seele
426	Gothic-426_apostolat-1	a p ɔ s t ɔ l i	VCVCCVCV	Apostolat
427	Gothic-427_apostelboteabgesandter-1	a p ɔ s t ɔ l u s	VCVCCVCVC	Apostel, Bote, Abgesandter
428	Gothic-428_apfel-1	a p l̥ s	VCVC	Apfel
429	Gothic-429_axt-1	a kʷ ɪ z ɪ	VCVCV	Axt
430	Gothic-430_aaradler-1	a r a	VCV	Aar, Adler
431	Gothic-431_arabien-1	a r a β ɪ a	VCVCVV	Arabien
432	Gothic-432_arbeitenduldenkampfenfur-1	a r b ɛ ð j a n	VCCVCCVC	arbeiten, dulden, kämpfen für
433	Gothic-433_arbeitdrangsalhemmungbedrangnis-1	a r b ɛ θ s	VCCVCC	Arbeit, Drangsal, Hemmung, Bedrängnis
434	Gothic-434_erbeerbschaft-1	a r b ɪ	VCCV	Erbe, Erbschaft
435	Gothic-435_erbnehmererbe-1	a r b ɪ n u m j a	VCCVCVCCV	Erbnehmer, Erbe
436	Gothic-436_erbe-1	a r b j a	VCCCV	Erbe
437	Gothic-437_erbin-1	a r b j o	VCCCV	Erbin
438	Gothic-438_grenzwall-1	a r c a	VCCV	Grenzwall
439	Gothic-447_dienstag-1	a r i n s d a ɣ s	VCVCCCVCC	Dienstag
440	Gothic-440_feiglingelender-1	a r ɡ a	VCCV	Feigling, Elender
441	Gothic-441_feigeelend-1	a r ɡ s	VCCC	feige, elend
442	Gothic-445_pfeil-1	a r h	VCC	Pfeil
443	Gothic-445_pfeil-2	a r h a	VCCV	Pfeil
444	Gothic-445_pfeil-3	a r ʍ a	VCCV	Pfeil
445	Gothic-445_pfeil-4	a r ʍ a z n a	VCCVCCV	Pfeil
446	Gothic-446_pflugenackern-1	a r j a n	VCCVC	pflügen, ackern
447	Gothic-447_dienstag-2	a r j ɔ s d a ɣ s	VCCVCCVCC	Dienstag
448	Gothic-448_archekastenfutteralbeutelgeldkasten-1	a r k a	VCCV	Arche, Kasten, Futteral, Beutel, Geldkasten
449	Gothic-449_erzengel-1	a r k a ŋ ɡ ɪ l u s	VCCVCCVCVC	Erzengel
450	Gothic-450_barmherzigkeit-1	a r m a h ɛ r t i	VCCVCVCCV	Barmherzigkeit
451	Gothic-451_almosenbarmherzigkeit-1	a r m a h ɛ r t ɪ θ a	VCCVCVCCVCV	Almosen, Barmherzigkeit
452	Gothic-452_barmherzig-1	a r m a h ɛ r t s	VCCVCVCCC	barmherzig
453	Gothic-453_barmherzigkeitalmosen-1	a r m ɛ o	VCCVV	Barmherzigkeit, Almosen
454	Gothic-1406_sicherbarmenbemitleiden-1	a r m a n	VCCVC	sich erbarmen, bemitleiden
455	Gothic-455_armbeklagenswertbemitleidenswert-1	a r m̥ s	VCCC	arm, beklagenswert, bemitleidenswert
456	Gothic-456_arm-1	a r m̥ s	VCCC	Arm
457	Gothic-457_sicher-1	a r n i s	VCCVC	sicher
458	Gothic-458_sichergewiss-1	a r n ɪ β a	VCCVCV	sicher, gewiss
459	Gothic-459_spezereiengewurze-1	a r o m a t a	VCVCVCV	Spezereien, Gewürze
460	Gothic-460_wohnsitzaufenthalt-1	a r θ	VCC	Wohnsitz, Aufenthalt
461	Gothic-461_bereitflink-1	a r u s	VCVC	bereit, flink
462	Gothic-462_umsonstunentgeltlichohneursachevergebens-1	a r w j o	VCCCV	umsonst, unentgeltlich, ohne Ursache, vergebens
463	Gothic-463_sommererntezeiternte-1	a s a n s	VCVCC	Sommer, Erntezeit, Ernte
464	Gothic-464_asien-1	a s ɪ a	VCVV	Asien
465	Gothic-465_eselsmuhlemuhlstein-1	a s ɪ l u kʷ ɛ r n u s	VCVCVCVCCVC	Eselsmühle, Mühlstein
466	Gothic-466_eseleselin-1	a s ɪ l u s	VCVCVC	Esel, Eselin
467	Gothic-467_asche-1	a s k a	VCCV	Äsche
468	Gothic-468_eschespeer-1	a s k s	VCCC	Esche, Speer
469	Gothic-469_mietlingtagelohner-1	a s n i s	VCCVC	Mietling, Tagelöhner
470	Gothic-470_lohnzins-1	a s n o	VCCV	Lohn, Zins
471	Gothic-471_espe-1	a s p a	VCCV	Espe
472	Gothic-472_ass-1	a sː a r j u s	VCVCCVC	Ass
473	Gothic-473_sicherheitgewissheit-1	a s t a θ	VCCVC	Sicherheit, Gewissheit
474	Gothic-474_aststreuvonlaubzweigpalmzweig-1	a s t s	VCCC	Ast, Streu von Laub, Zweig, Palmzweig
475	Gothic-475_vonbeianzuunterauf-1	a t	VC	von, bei, an, zu, unter, auf
476	Gothic-525_jahr-1	a t a θ n ɪ	VCVCCV	Jahr
477	Gothic-477_zeigenerscheinen-1	a t ɔ ɣ j a n	VCVCCVC	zeigen, erscheinen
478	Gothic-478_bringenherbeibringendarbringenhinzutragen-1	a t b ɛ r a n	VCCVCVC	bringen, herbeibringen, darbringen, hinzutragen
479	Gothic-479_herunterziehen-1	a t d r a ɣ a n	VCCCVCVC	herunterziehen
480	Gothic-480_falleninzufallenfallen-1	a t d r ɪ u s a n	VCCCVVCVC	fallen in, zufallen, fallen
481	Gothic-481_einlaufenlanden-1	a t ɸ a r j a n	VCCVCCVC	einlaufen, landen
482	Gothic-482_zugang-1	a t ɡ a ŋ ɡ	VCCVCC	Zugang
483	Gothic-483_hinzugehenkommenhinzukommen-1	a t ɡ a ŋ ɡ a n	VCCVCCVC	hinzugehen, kommen, hinzukommen
484	Gothic-484_eingang-1	a t ɡ a h t s	VCCVCCC	Eingang
485	Gothic-485_zuganglich-1	a t ɡ a h t s	VCCVCCC	zugänglich
486	Gothic-486_vollendsinordnungbringenwiederherstelleneinrichten-1	a t ɡ a r ɛ h t j a n	VCCVCVCCCVC	vollends in Ordnung bringen, wiederherstellen, einrichten
487	Gothic-487_hingebenubergebengebendarreichen-1	a t ɡ ɪ β a n	VCCVCVC	hingeben, übergeben, geben, darreichen
488	Gothic-488_anhaltennahern-1	a t h a β a n s ɪ k d u	VCCVCVCCVCCV	anhalten, nähern
489	Gothic-489_herabhebenherabnehmen-1	a t h a ɸ j a n	VCCVCCVC	herabheben, herabnehmen
490	Gothic-490_hinabhangenhinablassenhinunterlassenniederlassen-1	a t h a h a n	VCCVCVC	hinabhängen, hinablassen, hinunterlassen, niederlassen
491	Gothic-491_herzurufen-1	a t h ɛ t a n	VCCVCVC	herzurufen
492	Gothic-492_saatsaatfeld-1	a t ɪ s k	VCVCC	Saat, Saatfeld
493	Gothic-493_essenlassen-1	a t j a n	VCCVC	essen lassen
494	Gothic-494_gewahrenzuerkennen-1	a t k u nː a n	VCCVCVC	gewähren, zuerkennen
495	Gothic-495_hinlegenauflegengeldanlegenlegenwerfenaufsetzen-1	a t l a ɣ j a n	VCCVCCVC	hinlegen, auflegen, Geld anlegen, legen, werfen, aufsetzen
496	Gothic-496_berufen-1	a t l a θ o n	VCCVCVC	berufen
497	Gothic-497_verrat-1	a t l e w i n s	VCCVCVCC	Verrat
498	Gothic-1620_verrater-1	a t l e w i s	VCCVCVC	Verräter
499	Gothic-499_dabeiliegenvorliegenvorhandensein-1	a t l ɪ ɣ a n	VCCVCVC	dabeiliegen, vorliegen, vorhanden sein
500	Gothic-500_herannahen-1	a t n e ʍ j a n	VCCVCCVC	herannahen
501	Gothic-501_aufnehmenversetzenannehmen-1	a t n ɪ m a n	VCCVCVC	aufnehmen, versetzen, annehmen
502	Gothic-514_schlecht-1	a t o c h t a	VCVCVCV	schlecht
503	Gothic-1014_hinzulaufenhinzurennen-1	a t r ɪ nː a n	VCCVCVC	hinzulaufen, hinzurennen
504	Gothic-504_sehenaufsichinachtnehmensichhuten-1	a t s ɛ ʍ a n	VCCVCVC	sehen auf, sich in Acht nehmen, sich hüten
505	Gothic-505_darstellen-1	a t s a t j a n	VCCVCCVC	darstellen
506	Gothic-506_anfassenanruhrenberuhrenangreifen-1	a t s n a r p j a n	VCCCVCCCVC	anfassen, anrühren, berühren, angreifen
507	Gothic-1002_hinzueilen-1	a t s n ɪ w a n	VCCCVCVC	hinzueilen
508	Gothic-508_dabeisteheneintretenhinzukommenhinzutretenzugegensein-1	a t s t a n d a n	VCVCVCCVC	dabeistehen, eintreten, hinzukommen, hinzutreten, zugegen sein
509	Gothic-509_hinabsteigen-1	a t s t i ɣ a n	VCVCVCVC	hinabsteigen
510	Gothic-510_vatervorfahre-1	a tː a	VCV	Vater, Vorfahre
511	Gothic-511_beruhrenanruhren-1	a tː e k a n	VCVCVC	berühren, anrühren
512	Gothic-512_herbeiziehenherbeifuhrenherbeibringenhereinfuhrenbringen-1	a tː ɪ u h a n	VCVVCVC	herbeiziehen, herbeiführen, herbeibringen, hereinführen, bringen
513	Gothic-513_heranziehenherbeiziehenherzuziehen-1	a t θ ɪ n s a n	VCCVCCVC	heranziehen, herbeiziehen, herzuziehen
514	Gothic-514_schlecht-2	a t u ɣ s	VCVCC	schlecht
515	Gothic-515_hinwerfenhinstreckenwerfen-1	a t w ɛ r p a n	VCCVCCVC	hinwerfen, hinstrecken, werfen
516	Gothic-516_hinzuwalzenhinwalzen-1	a t w a l w j a n	VCCVCCCVC	hinzuwälzen, hinwälzen
517	Gothic-517_zuwendenzuruckkehren-1	a t w a n d j a n	VCCVCCCVC	zuwenden, zurückkehren
518	Gothic-518_daseinzurhandliegen-1	a t w ɪ s a n	VCCVCVC	da sein, zur Hand liegen
519	Gothic-519_beobachtenbeobachtungwahrnehmung-1	a t w ɪ t ɛ n s	VCCVCVCC	Beobachten, Beobachtung, Wahrnehmung
520	Gothic-4610_beobachten-1	a t w ɪ t a n	VCCVCVC	beobachten
521	Gothic-521_herbeirufen-1	a t w o p j a n	VCCVCCVC	herbeirufen
522	Gothic-522_adel-1	a θ a l	VCVC	Adel
523	Gothic-524_edel-1	a θ a l s	VCVCC	edel
524	Gothic-524_edel-2	a θ a n s	VCVCC	edel
525	Gothic-525_jahr-2	a θ n̥	VCC	Jahr
526	Gothic-526_aberdochaberjaabernundennalsonunund-1	a θː a n	VCVC	aber doch, aber ja, aber nun, denn, also, nun, und
527	Gothic-527_seligkeit-1	ɔ ð a ɣ i	VCVCV	Seligkeit
528	Gothic-528_seligpreisen-1	ɔ ð a ɣ j a n	VCVCCVC	selig preisen
529	Gothic-529_vomschicksalbegabtselig-1	ɔ ð a ɣ s	VCVCC	vom Schicksal begabt, selig
530	Gothic-530_beglucktbegnadigtbeseligtselig-1	ɔ ð a h a ɸ t s	VCVCVCCC	beglückt, begnadigt, beseligt, selig
531	Gothic-531_habegut-1	ɔ ð s ɔ θ s	VCCVCC	Habe, Gut
532	Gothic-532_allerdingswohlvielleichtetwa-1	ɔ ɸ t o	VCCV	allerdings, wohl, vielleicht, etwa
533	Gothic-533_augenturfenster-1	ɔ ɣ a ð ɔ r o	VCVCVCV	Augentür, Fenster
534	Gothic-534_zeigen-1	ɔ ɣ j a n	VCCVC	zeigen
535	Gothic-535_auge-1	ɔ ɣ o	VCV	Auge
536	Gothic-4083_larm-1	ɔ h j o ð u s	VCCVCVC	Lärm
537	Gothic-537_larmenschreien-1	ɔ h j o n	VCCVC	lärmen, schreien
538	Gothic-538_ofen-1	ɔ h n̥ s	VCVC	Ofen
539	Gothic-540_ochserind-1	ɔ h s a	VCCV	Ochse, Rind
540	Gothic-540_ochserind-2	ɔ h s u s	VCCVC	Ochse, Rind
